Setp Count,Reward,Steps Time,Time to MaxSetp,Stress,Stress2
516,0.10,10,10,5,0
9900,0.04,198,198,99,0
9900,0.14,198,198,99,0
367,0.00,7,7,4,50
1833,0.09,37,37,18,0
2350,1.29,47,47,24,0
7217,1.26,144,144,72,0
867,0.29,17,17,9,0
1033,0.29,21,21,10,0
4500,0.17,90,90,45,0
8367,1.45,167,167,84,0
500,0.20,10,10,5,0
9900,0.34,198,198,99,0
4200,0.17,84,84,42,0
1716,0.19,34,34,17,0
2434,0.19,49,49,24,0
9900,0.24,198,198,99,0
433,0.20,9,9,4,0
9900,0.24,198,198,99,0
1800,0.19,36,36,18,0
9900,0.14,198,198,99,0
233,0.20,5,5,2,25
4584,0.07,92,92,46,0
633,0.20,13,13,6,0
4500,1.37,90,90,45,0
9900,0.14,198,198,99,0
533,0.20,11,11,5,0
4900,0.17,98,98,49,0
267,0.20,5,5,3,0
400,0.10,8,8,4,50
3400,0.18,68,68,34,0
2100,0.19,42,42,21,0
9900,-0.06,198,198,99,0
800,1.30,16,16,8,0
917,-0.01,18,18,9,0
1433,0.29,29,29,14,0
1050,0.19,21,21,11,0
683,0.20,14,14,7,0
300,0.20,6,6,3,25
6617,0.16,132,132,66,0
2583,1.28,52,52,26,0
2350,1.29,47,47,24,0
9850,1.54,197,197,99,0
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
2067,0.19,41,41,21,25
9900,0.14,198,198,99,0
450,0.20,9,9,5,0
2867,1.38,57,57,29,0
3916,0.08,78,78,39,0
500,0.20,10,10,5,0
417,0.20,8,8,4,0
1083,0.29,22,22,11,0
9900,0.14,198,198,99,0
617,0.20,12,12,6,25
3267,0.18,65,65,33,0
283,0.20,6,6,3,25
2033,0.09,41,41,20,0
1667,0.29,33,33,17,0
550,0.10,11,11,6,50
2250,0.29,45,45,23,0
350,0.20,7,7,4,25
517,0.20,10,10,5,25
2066,-0.01,41,41,21,50
3134,0.18,63,63,31,0
5316,0.07,106,106,53,0
3384,0.08,68,68,34,0
850,0.09,17,17,9,0
400,0.10,8,8,4,50
516,0.00,10,10,5,75
9900,0.04,198,198,99,25
9900,0.24,198,198,99,0
9900,0.04,198,198,99,0
9450,1.44,189,189,95,0
917,0.09,18,18,9,50
5517,0.17,110,110,55,25
9816,0.04,196,196,98,0
9900,0.24,198,198,99,0
7067,1.36,141,141,71,0
300,0.20,6,6,3,25
9900,0.14,198,198,99,0
1733,1.29,35,35,17,0
234,0.00,5,5,2,25
4033,1.38,81,81,40,0
1600,0.19,32,32,16,25
2617,0.18,52,52,26,0
2933,-0.02,59,59,29,0
3300,1.38,66,66,33,0
2950,0.08,59,59,30,0
933,-0.01,19,19,9,0
9100,0.15,182,182,91,0
500,0.30,10,10,5,0
2284,-0.01,46,46,23,25
333,0.10,7,7,3,0
6550,0.16,131,131,66,0
9900,0.04,198,198,99,0
9900,0.14,198,198,99,0
1017,0.09,20,20,10,0
700,0.30,14,14,7,0
1333,0.09,27,27,13,50
5133,0.07,103,103,51,0
1150,0.19,23,23,12,0
700,0.10,14,14,7,25
717,0.20,14,14,7,0
467,0.20,9,9,5,0
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
3183,0.28,64,64,32,0
9900,0.14,198,198,99,0
867,0.09,17,17,9,50
2950,0.08,59,59,30,0
7550,1.35,151,151,76,0
6350,0.46,127,127,64,0
1483,0.09,30,30,15,25
1467,0.19,29,29,15,25
483,0.20,10,10,5,25
1783,1.29,36,36,18,0
1734,0.29,35,35,17,25
583,0.10,12,12,6,50
1450,1.29,29,29,15,0
2067,0.29,41,41,21,0
9900,0.04,198,198,99,0
1166,1.39,23,23,12,0
4700,0.07,94,94,47,0
4200,0.17,84,84,42,0
7184,1.26,144,144,72,0
933,0.29,19,19,9,0
700,0.30,14,14,7,0
3567,0.28,71,71,36,0
550,0.20,11,11,6,0
350,0.20,7,7,4,25
9900,0.14,198,198,99,0
9900,0.24,198,198,99,0
1333,0.19,27,27,13,0
500,1.30,10,10,5,0
367,0.10,7,7,4,50
9900,0.34,198,198,99,0
9900,0.34,198,198,99,0
2216,0.09,44,44,22,0
7667,0.35,153,153,77,0
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
1367,0.29,27,27,14,0
2166,0.09,43,43,22,0
617,0.20,12,12,6,0
4483,0.07,90,90,45,50
400,0.20,8,8,4,25
9900,0.14,198,198,99,0
9900,0.14,198,198,99,0
534,0.20,11,11,5,0
7016,1.26,140,140,70,0
1100,-0.01,22,22,11,0
9900,0.14,198,198,99,0
584,0.10,12,12,6,25
433,0.20,9,9,4,0
8000,0.35,160,160,80,0
3633,0.28,73,73,36,0
6184,0.06,124,124,62,0
9900,0.14,198,198,99,0
466,0.10,9,9,5,0
9900,0.24,198,198,99,0
9900,0.14,198,198,99,0
1300,0.19,26,26,13,25
367,0.10,7,7,4,0
2400,0.29,48,48,24,0
883,0.09,18,18,9,25
184,0.00,4,4,2,50
1750,0.09,35,35,18,0
4033,0.28,81,81,40,0
5150,0.27,103,103,52,0
4450,1.27,89,89,45,0
367,1.30,7,7,4,0
4300,0.07,86,86,43,0
9800,1.54,196,196,98,0
700,0.20,14,14,7,0
316,0.20,6,6,3,0
8884,0.15,178,178,89,0
783,0.20,16,16,8,0
9900,0.34,198,198,99,0
733,0.40,15,15,7,0
3717,0.18,74,74,37,0
533,0.20,11,11,5,0
3334,0.18,67,67,33,0
2800,0.08,56,56,28,50
566,0.40,11,11,6,0
517,0.10,10,10,5,25
350,0.20,7,7,4,0
500,0.30,10,10,5,0
433,0.20,9,9,4,0
1484,0.19,30,30,15,0
1033,0.29,21,21,10,0
367,0.20,7,7,4,0
2283,0.19,46,46,23,0
567,0.10,11,11,6,0
300,0.20,6,6,3,0
9900,0.14,198,198,99,0
3100,1.48,62,62,31,0
1683,1.29,34,34,17,0
567,0.10,11,11,6,25
433,0.20,9,9,4,0
7533,1.45,151,151,75,0
1067,0.29,21,21,11,0
4733,1.37,95,95,47,0
3517,1.28,70,70,35,0
9900,0.14,198,198,99,0
1133,0.29,23,23,11,0
2217,0.19,44,44,22,25
6117,1.26,122,122,61,0
9900,0.14,198,198,99,0
9900,0.04,198,198,99,0
1683,0.29,34,34,17,0
1517,1.29,30,30,15,0
9900,0.14,198,198,99,25
800,0.20,16,16,8,0
2783,1.28,56,56,28,0
533,0.10,11,11,5,50
650,0.10,13,13,7,0
517,0.20,10,10,5,0
9383,1.34,188,188,94,0
500,0.20,10,10,5,0
367,0.20,7,7,4,0
433,0.20,9,9,4,0
867,0.19,17,17,9,0
4933,1.37,99,99,49,0
534,0.30,11,11,5,0
1083,-0.01,22,22,11,25
367,0.10,7,7,4,25
750,0.40,15,15,8,0
9900,0.14,198,198,99,0
9900,0.34,198,198,99,0
233,0.10,5,5,2,50
9900,0.24,198,198,99,0
717,0.30,14,14,7,0
566,0.20,11,11,6,25
700,0.20,14,14,7,25
400,0.20,8,8,4,25
384,0.20,8,8,4,0
9900,0.34,198,198,99,0
3833,1.28,77,77,38,0
9900,0.24,198,198,99,0
400,0.20,8,8,4,25
333,0.30,7,7,3,0
917,1.29,18,18,9,0
9900,0.04,198,198,99,0
6050,1.26,121,121,61,0
417,0.20,8,8,4,0
2416,1.39,48,48,24,0
4600,0.27,92,92,46,0
9900,0.44,198,198,99,0
1200,0.39,24,24,12,0
9900,0.14,198,198,99,0
4217,1.27,84,84,42,0
3033,0.08,61,61,30,0
367,0.20,7,7,4,0
4217,1.27,84,84,42,0
1316,1.29,26,26,13,0
3967,0.08,79,79,40,0
317,0.10,6,6,3,50
9900,0.44,198,198,99,0
366,0.20,7,7,4,0
717,0.20,14,14,7,25
9900,0.14,198,198,99,0
767,0.20,15,15,8,0
2566,1.48,51,51,26,0
1867,0.19,37,37,19,0
4550,1.37,91,91,46,0
9900,0.24,198,198,99,0
4933,1.37,99,99,49,0
5167,0.17,103,103,52,0
1283,0.19,26,26,13,0
484,0.20,10,10,5,25
616,0.10,12,12,6,0
1200,0.39,24,24,12,0
9900,0.34,198,198,99,0
250,0.20,5,5,3,0
1950,1.29,39,39,20,0
317,0.00,6,6,3,50
333,0.20,7,7,3,25
534,0.00,11,11,5,0
633,0.30,13,13,6,0
1650,1.29,33,33,17,0
2883,1.28,58,58,29,0
484,0.20,10,10,5,0
1100,0.39,22,22,11,0
3083,0.28,62,62,31,0
1000,0.19,20,20,10,0
9900,0.24,198,198,99,0
2783,0.48,56,56,28,0
234,0.20,5,5,2,25
9900,0.24,198,198,99,0
666,0.20,13,13,7,25
300,0.20,6,6,3,0
9900,0.34,198,198,99,0
1384,1.29,28,28,14,0
433,0.10,9,9,4,50
